name,count,gender,area,age
Bie,143,female,flanders,18-64
Ilyan,143,male,flanders,0-17
Hüseyin,143,male,flanders,0-17
Harun,143,male,flanders,0-17
Rodica,143,female,flanders,18-64
Svitlana,143,female,flanders,18-64
Sabrina,143,female,brussels,0-17
Ilham,143,female,flanders,0-17
Gioia,143,female,flanders,0-17
Aimée,143,female,flanders,0-17
Inez,142,female,flanders,0-17
Sullivan,142,male,wallonia,18-64
Mirko,142,male,wallonia,18-64
Attila,142,male,flanders,18-64
Romane,142,female,flanders,0-17
Léopold,142,male,flanders,65-inf
Christos,142,male,flanders,18-64
Anaëlle,142,female,flanders,0-17
Clement,142,male,flanders,18-64
Greg,142,male,flanders,18-64
Radu,142,male,flanders,18-64
Yousra,142,female,wallonia,0-17
Vincenzo,142,male,flanders,65-inf
Cécile,142,female,flanders,0-17
Erva,142,female,flanders,0-17
Markus,142,male,wallonia,18-64
Matis,142,male,flanders,0-17
Léo,142,male,flanders,0-17
Fadime,142,female,brussels,18-64
Antonia,142,female,flanders,0-17
Roxanne,142,female,wallonia,18-64
Lisette,142,female,wallonia,18-64
Agnes,142,female,wallonia,18-64
Nada,142,female,brussels,18-64
Stefania,142,female,brussels,18-64
Sultan,142,female,brussels,18-64
Zaynab,142,female,brussels,0-17
Marianna,142,female,wallonia,65-inf
Suzanne,142,female,wallonia,0-17
Ignazio,142,male,wallonia,18-64
Belgin,142,female,flanders,18-64
Adel,142,male,wallonia,18-64
Zina,142,female,flanders,18-64
Roselien,142,female,flanders,18-64
Ivy,142,female,flanders,18-64
Döne,142,female,flanders,18-64
Darius,142,male,brussels,0-17
Edouard,142,male,brussels,0-17
Erwan,142,male,wallonia,18-64
Mike,142,male,wallonia,0-17
Maurice,142,male,wallonia,0-17
Manoé,142,male,wallonia,0-17
Florian,142,male,brussels,0-17
Beau,142,female,flanders,18-64
Maarten,142,male,brussels,18-64
Maëline,142,female,wallonia,0-17
Amin,142,male,brussels,18-64
Eduardo,142,male,wallonia,18-64
Carmelo,142,male,flanders,18-64
Camélia,142,female,wallonia,0-17
Coraline,142,female,wallonia,0-17
Bruna,142,female,wallonia,65-inf
Adem,141,male,flanders,0-17
Willy,141,male,brussels,18-64
Stephen,141,male,brussels,18-64
Evelyne,141,female,brussels,65-inf
Meryem,141,female,wallonia,0-17
Malia,141,female,wallonia,0-17
Cihan,141,male,flanders,18-64
Abel,141,male,flanders,18-64
Ammar,141,male,flanders,18-64
Régine,141,female,brussels,18-64
Sakina,141,female,brussels,18-64
Hafsa,141,female,wallonia,0-17
Ida,141,female,wallonia,18-64
Jannat,141,female,brussels,0-17
Victoria,141,female,flanders,65-inf
Valentine,141,female,brussels,0-17
Suzana,141,female,flanders,18-64
Zeyneb,141,female,flanders,0-17
Grazyna,141,female,flanders,18-64
Sude,141,female,flanders,0-17
Franca,141,female,wallonia,65-inf
Lidia,141,female,wallonia,65-inf
Lauranne,141,female,flanders,0-17
Kitana,141,female,flanders,0-17
Nurten,141,female,flanders,18-64
Erika,141,female,flanders,0-17
Marie-Madeleine,141,female,flanders,65-inf
Hind,141,female,flanders,0-17
Iuliana,141,female,flanders,18-64
Georgios,141,male,wallonia,18-64
Lahcen,141,male,wallonia,18-64
Sascha,141,male,wallonia,18-64
Els,141,female,wallonia,18-64
Laureen,141,female,wallonia,18-64
Sindy,141,female,wallonia,18-64
Ouafae,140,female,brussels,18-64
Johannes,140,male,flanders,0-17
Jorrit,140,male,flanders,0-17
Viorica,140,female,brussels,18-64
Ziggy,140,male,flanders,0-17
Romane,140,female,brussels,18-64
Iza,140,female,flanders,0-17
Hanae,140,female,brussels,18-64
Ella-Marie,140,female,flanders,0-17
Chantale,140,female,wallonia,65-inf
Rosina,140,female,wallonia,65-inf
Anse,140,female,flanders,18-64
Kaylee,140,female,flanders,18-64
Rosine,140,female,flanders,18-64
Driss,140,male,brussels,65-inf
Catharina,140,female,wallonia,65-inf
Naim,140,male,flanders,18-64
Douglas,140,male,flanders,18-64
Youness,140,male,wallonia,18-64
Ayrton,140,male,wallonia,18-64
Aurelia,140,female,wallonia,18-64
Safia,140,female,wallonia,18-64
Idriss,140,male,flanders,0-17
Ulrich,140,male,wallonia,18-64
Ludgardis,140,female,flanders,65-inf
Bérénice,140,female,flanders,65-inf
Emile,140,male,brussels,18-64
Emir,140,male,flanders,18-64
Matthew,140,male,brussels,18-64
Mateusz,140,male,brussels,18-64
Oussama,140,male,brussels,0-17
Augustin,140,male,brussels,0-17
Maïa,140,female,wallonia,0-17
Nessa,140,female,wallonia,0-17
Mathieu,140,male,brussels,0-17
Mihail,139,male,flanders,18-64
Nelly,139,female,brussels,18-64
Fernande,139,female,brussels,65-inf
Seyed,139,male,flanders,18-64
Donny,139,male,flanders,18-64
Kay,139,male,flanders,18-64
Jean-Baptiste,139,male,flanders,18-64
Redouane,139,male,wallonia,18-64
Nassim,139,male,wallonia,18-64
Emilio,139,male,wallonia,18-64
Dino,139,male,wallonia,18-64
Oumaima,139,female,brussels,18-64
Yasar,139,male,flanders,18-64
Ahlam,139,female,brussels,18-64
Anouchka,139,female,wallonia,18-64
Chaima,139,female,flanders,0-17
Géry,139,male,flanders,65-inf
Jeroom,139,male,flanders,65-inf
Rosetta,139,female,flanders,65-inf
Livina,139,female,flanders,65-inf
Jeanny,139,female,flanders,65-inf
Berenice,139,female,flanders,65-inf
Cristel,139,female,wallonia,18-64
Tabitha,139,female,flanders,18-64
Harmony,139,female,wallonia,18-64
Vito,139,male,wallonia,65-inf
Angel,139,female,flanders,18-64
Antonella,139,female,flanders,18-64
Franciska,139,female,flanders,18-64
Janet,139,female,flanders,18-64
Judy,139,female,flanders,18-64
Melissa,139,female,brussels,0-17
Esther,139,female,wallonia,65-inf
Abdelouahid,139,male,brussels,18-64
Frederik,139,male,brussels,18-64
Daniela,139,female,flanders,0-17
Lisette,139,female,flanders,0-17
Loïs,139,female,flanders,0-17
Merve,139,female,flanders,0-17
Tarik,139,male,flanders,0-17
Antoni,139,male,flanders,0-17
Radu,139,male,brussels,18-64
Iulian,139,male,brussels,18-64
Maggie,139,female,flanders,18-64
Eric,139,male,wallonia,0-17
Alia,139,female,wallonia,0-17
Annaëlle,139,female,wallonia,0-17
Danaé,139,female,wallonia,0-17
Iliana,139,female,wallonia,0-17
Lexie,139,female,wallonia,0-17
Fatna,139,female,wallonia,65-inf
Hubert,138,male,brussels,65-inf
Jozef,138,male,brussels,65-inf
Gisela,138,female,wallonia,65-inf
Lucia,138,female,wallonia,0-17
Lilya,138,female,wallonia,0-17
Elora,138,female,wallonia,0-17
Abderrahmane,138,male,flanders,18-64
Annabelle,138,female,wallonia,0-17
Antoinette,138,female,brussels,65-inf
Laurine,138,female,flanders,18-64
Jad,138,male,flanders,0-17
Adriano,138,male,flanders,18-64
Maren,138,female,flanders,18-64
Lea,138,female,wallonia,18-64
Panagiotis,138,male,brussels,18-64
Hafid,138,male,brussels,18-64
Havva,138,female,flanders,18-64
Ciprian,138,male,flanders,18-64
Jad,138,male,wallonia,0-17
Tiago,138,male,brussels,0-17
Milo,138,male,brussels,0-17
Joshua,138,male,brussels,0-17
Théophile,138,male,flanders,65-inf
Alessandro,138,male,brussels,0-17
Erin,138,female,flanders,18-64
Giacomo,138,male,wallonia,65-inf
Mariella,138,female,wallonia,18-64
Lynn,138,female,wallonia,18-64
Teresa,138,female,flanders,65-inf
Maryse,138,female,flanders,65-inf
Dymphna,138,female,flanders,65-inf
Denisa,138,female,flanders,65-inf
Eray,138,male,flanders,0-17
Eppo,138,male,flanders,0-17
Jaxx,138,male,flanders,0-17
Yente,138,male,flanders,0-17
Janusz,138,male,flanders,18-64
Kaan,138,male,flanders,18-64
Waldemar,138,male,flanders,18-64
Abdelkrim,138,male,wallonia,18-64
Abderrahmane,138,male,wallonia,18-64
Ismaïl,138,male,wallonia,18-64
Luka,138,male,wallonia,18-64
Nicolae,138,male,wallonia,18-64
Sebastiano,138,male,wallonia,18-64
Marie-Ange,138,female,flanders,18-64
Alberta,138,female,flanders,65-inf
Youssra,138,female,brussels,18-64
Mirela,138,female,brussels,18-64
Jana,138,female,brussels,18-64
Aria,138,female,flanders,0-17
Catho,138,female,flanders,0-17
Carmela,137,female,flanders,18-64
Theodora,137,female,flanders,18-64
Luce,137,female,wallonia,65-inf
Sophie,137,female,wallonia,65-inf
Nermin,137,female,flanders,18-64
Mimouna,137,female,flanders,18-64
Mariëlle,137,female,flanders,18-64
Liene,137,female,flanders,18-64
Birgitta,137,female,flanders,18-64
Georges,137,male,wallonia,0-17
Khadija,137,female,flanders,65-inf
Kristina,137,female,flanders,65-inf
Renate,137,female,flanders,65-inf
Rolanda,137,female,flanders,65-inf
Alban,137,male,wallonia,0-17
Kilian,137,male,wallonia,0-17
Marcus,137,male,wallonia,0-17
Michel,137,male,wallonia,0-17
Muhammad,137,male,wallonia,0-17
Mylan,137,male,wallonia,0-17
Orhan,137,male,wallonia,18-64
Maverick,137,male,wallonia,18-64
Gaétan,137,male,wallonia,18-64
Fréderic,137,male,wallonia,18-64
Anas,137,male,wallonia,18-64
Selda,137,female,flanders,18-64
Freija,137,female,flanders,18-64
Zélia,137,female,wallonia,0-17
Gaetano,137,male,flanders,18-64
Charline,137,female,brussels,18-64
Soetkin,137,female,flanders,0-17
Naya,137,female,flanders,0-17
Thierno,137,male,brussels,0-17
Charlie,137,male,brussels,0-17
Djamila,137,female,wallonia,18-64
Jordane,137,female,wallonia,18-64
Michaela,137,female,wallonia,18-64
Renata,137,female,wallonia,18-64
Gabrielle,137,female,flanders,0-17
Eda,137,female,flanders,0-17
Alma,137,female,flanders,0-17
Berten,137,male,flanders,18-64
Burhan,137,male,flanders,18-64
Ovidiu,137,male,flanders,18-64
Jade,137,female,brussels,18-64
Rene,137,male,flanders,18-64
Stieven,137,male,flanders,18-64
Yarno,137,male,flanders,18-64
Giorgio,137,male,wallonia,65-inf
Alba,137,female,wallonia,0-17
Esma,137,female,wallonia,0-17
Maëlyne,137,female,wallonia,0-17
Torben,137,male,flanders,0-17
Nico,137,male,flanders,0-17
Mahmoud,137,male,flanders,0-17
Lior,137,male,flanders,0-17
Ishaq,137,male,flanders,0-17
Damon,137,male,flanders,0-17
Connor,137,male,flanders,0-17
Faiza,137,female,brussels,18-64
Inas,137,female,flanders,0-17
Felix,137,male,brussels,18-64
Najib,137,male,brussels,18-64
Frederic,137,male,brussels,18-64
Dimitrios,136,male,wallonia,18-64
Aysegül,136,female,flanders,18-64
Marwan,136,male,wallonia,0-17
Fatna,136,female,flanders,65-inf
Auriane,136,female,wallonia,18-64
Angie,136,female,wallonia,18-64
Aminata,136,female,wallonia,18-64
Van,136,male,brussels,18-64
Marwan,136,male,brussels,18-64
Safwan,136,male,brussels,0-17
Clarisse,136,female,flanders,18-64
Rudolf,136,male,wallonia,65-inf
Ivonne,136,female,flanders,18-64
Winny,136,female,flanders,18-64
Maithé,136,female,flanders,0-17
Karl,136,male,flanders,65-inf
Wim,136,male,flanders,65-inf
Virgile,136,male,wallonia,0-17
Viktor,136,male,wallonia,0-17
Titouan,136,male,wallonia,0-17
Noha,136,male,wallonia,0-17
Derya,136,female,wallonia,18-64
Hermann,136,male,wallonia,65-inf
Gaspard,136,male,wallonia,18-64
Merve,136,female,wallonia,18-64
Ilyas,136,male,wallonia,18-64
Joey,136,male,wallonia,18-64
Rocco,136,male,flanders,18-64
Zoulikha,136,female,brussels,18-64
Patric,136,male,flanders,18-64
Malik,136,male,flanders,18-64
Abdelkrim,136,male,flanders,18-64
Antoni,136,male,wallonia,18-64
Celestina,136,female,flanders,65-inf
Sibylle,136,female,wallonia,18-64
Ahmad,136,male,wallonia,0-17
Joana,136,female,wallonia,18-64
Iman,136,female,wallonia,18-64
Lilianne,136,female,wallonia,65-inf
Elizabeth,136,female,wallonia,18-64
Yani,136,male,flanders,0-17
Dion,136,male,flanders,0-17
Daoud,136,male,flanders,0-17
Aymen,135,male,wallonia,0-17
Danièle,135,female,flanders,65-inf
Mahé,135,male,wallonia,0-17
Matias,135,male,wallonia,0-17
Elfrida,135,female,flanders,65-inf
Julius,135,male,flanders,18-64
Helena,135,female,brussels,0-17
Aminata,135,female,brussels,0-17
Talya,135,female,wallonia,0-17
Laetitia,135,female,wallonia,0-17
Elza,135,female,wallonia,0-17
Anthony,135,male,brussels,0-17
Nine,135,female,flanders,0-17
Lizzy,135,female,flanders,0-17
Karsten,135,male,flanders,18-64
Manfred,135,male,flanders,18-64
Rogier,135,male,flanders,18-64
Tjorven,135,male,flanders,18-64
Mercedes,135,female,wallonia,18-64
Marie-Catherine,135,female,wallonia,18-64
Habiba,135,female,wallonia,18-64
Reine,135,female,wallonia,65-inf
Nassim,135,male,brussels,18-64
Marcos,135,male,brussels,18-64
Johannes,135,male,brussels,18-64
Brian,135,male,brussels,18-64
Pamela,135,female,brussels,18-64
Aagje,135,female,flanders,0-17
Annelore,135,female,flanders,0-17
Christina,135,female,flanders,0-17
Deborah,135,female,flanders,0-17
Eleanor,135,female,flanders,0-17
Halima,135,female,flanders,0-17
Camelia,135,female,brussels,18-64
Irfan,135,male,flanders,18-64
Aldegonda,135,female,flanders,18-64
Martyna,135,female,flanders,18-64
Leonard,135,male,flanders,0-17
Joël,135,male,flanders,0-17
Achilles,135,male,flanders,0-17
Bruno,135,male,brussels,65-inf
Bertha,135,female,flanders,18-64
Gülsüm,135,female,flanders,18-64
Hana,135,female,flanders,18-64
Anisa,135,female,flanders,18-64
Livio,135,male,wallonia,18-64
Abdelhak,135,male,wallonia,18-64
Anton,135,male,wallonia,18-64
Halil,135,male,wallonia,18-64
Leandro,135,male,wallonia,18-64
Samia,134,female,flanders,0-17
Zeynep,134,female,brussels,0-17
Moustapha,134,male,brussels,18-64
Léo,134,male,brussels,18-64
Reda,134,male,wallonia,0-17
Léonard,134,male,wallonia,0-17
Imrane,134,male,wallonia,0-17
Anatole,134,male,wallonia,0-17
Eloïse,134,female,brussels,0-17
Kay,134,female,flanders,18-64
Sabrine,134,female,brussels,0-17
Arseen,134,male,flanders,65-inf
Yente,134,female,flanders,0-17
Valeer,134,male,flanders,65-inf
Clément,134,male,brussels,0-17
Lindy,134,female,flanders,18-64
Nadège,134,female,brussels,18-64
Florence,134,female,flanders,65-inf
Ethel,134,female,flanders,18-64
Indy,134,female,flanders,0-17
Gönül,134,female,flanders,18-64
Gwendolien,134,female,flanders,18-64
Véronique,134,female,brussels,65-inf
Lexie,134,female,flanders,0-17
Aurelia,134,female,flanders,18-64
Jacoba,134,female,flanders,18-64
Edithe,134,female,flanders,65-inf
Emine,134,female,flanders,65-inf
Eléna,134,female,wallonia,18-64
Emre,134,male,wallonia,18-64
Frederik,134,male,wallonia,18-64
Enver,134,male,flanders,18-64
Fadi,134,male,flanders,18-64
Diane,134,female,wallonia,0-17
Claudia,134,female,wallonia,0-17
Jaime,134,male,flanders,18-64
Soner,134,male,flanders,18-64
Layla,134,female,wallonia,18-64
Esra,134,female,wallonia,18-64
Enza,134,female,wallonia,18-64
Emmelie,134,female,flanders,18-64
Betsy,134,female,flanders,18-64
Joan,134,female,flanders,18-64
Szymon,134,male,flanders,0-17
Mathisse,134,male,flanders,0-17
Matts,134,male,flanders,0-17
Mariola,134,female,flanders,18-64
Juan,134,male,wallonia,65-inf
Remy,134,male,wallonia,65-inf
Iyad,133,male,flanders,0-17
Jenthe,133,male,flanders,18-64
Patrizio,133,male,wallonia,18-64
Brend,133,male,flanders,0-17
Lino,133,male,flanders,18-64
Yannis,133,male,wallonia,18-64
Sten,133,male,flanders,18-64
Miranda,133,female,wallonia,18-64
Milena,133,female,wallonia,18-64
Adrienne,133,female,wallonia,18-64
Saad,133,male,brussels,0-17
Daniele,133,male,brussels,18-64
Emir,133,male,brussels,0-17
Josine,133,female,wallonia,65-inf
Kyle,133,male,flanders,0-17
Ilyan,133,male,brussels,0-17
Clarisse,133,female,brussels,18-64
Benoît,133,male,wallonia,0-17
Elizabeth,133,female,flanders,65-inf
Zaineb,133,female,flanders,0-17
Stiene,133,female,flanders,0-17
Romaissa,133,female,flanders,0-17
Tia,133,female,wallonia,0-17
Aurora,133,female,flanders,18-64
Matisse,133,male,wallonia,0-17
Johan,133,male,wallonia,0-17
Fatna,133,female,flanders,18-64
Denisa,133,female,flanders,18-64
Safiya,133,female,wallonia,0-17
Emmanuelle,133,female,wallonia,0-17
Rogerius,133,male,flanders,65-inf
Eugénie,133,female,wallonia,0-17
Andries,133,male,flanders,65-inf
Mies,133,female,flanders,0-17
Lyse,133,female,wallonia,0-17
Héloïse,133,female,brussels,18-64
Nuran,133,female,flanders,18-64
Leticia,133,female,flanders,18-64
Ilknur,133,female,flanders,18-64
Hatice,133,female,flanders,0-17
Mimouna,133,female,brussels,18-64
Roberta,133,female,brussels,18-64
Zaynab,133,female,flanders,0-17
Molly,133,female,wallonia,0-17
Melis,133,female,flanders,0-17
Anouk,132,female,brussels,18-64
Iuliana,132,female,brussels,18-64
Jane,132,female,flanders,0-17
Ralf,132,male,wallonia,18-64
Nezha,132,female,brussels,18-64
Jeoffrey,132,male,wallonia,18-64
Emanuele,132,male,wallonia,18-64
Dan,132,male,wallonia,18-64
Damiano,132,male,wallonia,18-64
Kayleigh,132,female,flanders,0-17
Amaryllis,132,female,flanders,0-17
Ode,132,female,flanders,0-17
Esra,132,female,brussels,18-64
Anne-Pascale,132,female,wallonia,18-64
Dorothée,132,female,brussels,18-64
Alaa,132,male,flanders,18-64
Bettina,132,female,wallonia,18-64
Lou,132,female,wallonia,18-64
Josef,132,male,wallonia,65-inf
Marius,132,male,wallonia,65-inf
Natan,132,male,flanders,18-64
Emilio,132,male,flanders,18-64
Noortje,132,female,flanders,0-17
Lauretta,132,female,flanders,65-inf
Georgina,132,female,flanders,65-inf
Zulma,132,female,flanders,65-inf
Hidaya,132,female,brussels,0-17
Elian,132,male,flanders,0-17
Francis,132,male,flanders,0-17
Baudouin,132,male,flanders,65-inf
Ilyes,132,male,brussels,0-17
Taha,132,male,brussels,0-17
Nohan,132,male,wallonia,0-17
António,132,male,brussels,18-64
Abdellah,132,male,flanders,0-17
Sylvie,132,female,flanders,65-inf
Odetta,132,female,flanders,65-inf
Emil,132,male,brussels,18-64
Marin,132,male,brussels,18-64
Rafal,132,male,brussels,18-64
Anne-Laure,132,female,flanders,18-64
Cataleya,132,female,wallonia,0-17
Asma,132,female,wallonia,0-17
Ediz,131,male,flanders,0-17
Gemma,131,female,flanders,18-64
Sahar,131,female,flanders,18-64
Dominik,131,male,flanders,0-17
Collin,131,male,flanders,0-17
Arletta,131,female,flanders,65-inf
Staf,131,male,flanders,18-64
Shannon,131,female,wallonia,0-17
Ersin,131,male,flanders,18-64
Toby,131,male,flanders,0-17
Yüksel,131,male,flanders,18-64
Sacha,131,female,wallonia,0-17
Liza,131,female,wallonia,0-17
Iman,131,female,wallonia,0-17
Hiba,131,female,wallonia,0-17
Egon,131,male,flanders,0-17
Enrique,131,male,flanders,0-17
Jaan,131,male,flanders,0-17
Luan,131,male,flanders,0-17
Gwendoline,131,female,wallonia,0-17
Ryan,131,male,brussels,18-64
Soufian,131,male,flanders,0-17
Adriana,131,female,wallonia,65-inf
Marjorie,131,female,brussels,18-64
Annabel,131,female,wallonia,18-64
Victorine,131,female,wallonia,65-inf
Yannik,131,male,wallonia,18-64
Maurice,131,male,brussels,18-64
Dalia,131,female,brussels,0-17
Hind,131,female,brussels,0-17
Nadia,131,female,brussels,0-17
Merve,131,female,brussels,18-64
Viktoria,131,female,flanders,0-17
Tara,131,female,flanders,0-17
Joëlle,131,female,flanders,0-17
Geert,131,male,brussels,18-64
Karim,131,male,brussels,0-17
Jara,131,female,flanders,0-17
Free,131,female,flanders,0-17
Lisette,131,female,brussels,65-inf
Bart,131,male,flanders,65-inf
Arda,131,male,wallonia,0-17
Bastian,131,male,wallonia,0-17
Elliott,131,male,wallonia,0-17
Paola,131,female,wallonia,65-inf
Dora,131,female,flanders,0-17
Lauren,131,female,wallonia,18-64
Léonie,131,female,wallonia,18-64
Eloïse,131,female,brussels,18-64
Roxana,131,female,brussels,18-64
Susanne,131,female,wallonia,18-64
Yacine,131,male,wallonia,18-64
Roselyne,131,female,wallonia,18-64
Naoual,131,female,wallonia,18-64
Simona,131,female,wallonia,18-64
Rémi,130,male,flanders,18-64
Yenthe,130,male,flanders,18-64
Antonia,130,female,brussels,18-64
Marcela,130,female,flanders,18-64
Luiza,130,female,flanders,18-64
Feride,130,female,flanders,18-64
Ciska,130,female,flanders,18-64
Miguel,130,male,brussels,0-17
Catharine,130,female,flanders,18-64
Héléna,130,female,wallonia,18-64
Karina,130,female,wallonia,18-64
Marissa,130,female,wallonia,0-17
Mélinda,130,female,wallonia,18-64
Rachelle,130,female,wallonia,18-64
Antonella,130,female,brussels,18-64
Joseline,130,female,wallonia,65-inf
Jean-Paul,130,male,brussels,65-inf
Jarod,130,male,wallonia,0-17
Jessy,130,male,wallonia,0-17
Déborah,130,female,wallonia,0-17
Alycia,130,female,wallonia,0-17
Julot,130,male,flanders,0-17
